"user_id","metric_id","conversion_date"
283,"Use Feature 1",2018-09-13
285,"Sign Up",2018-11-01
290,"Sign Up",2018-05-17
293,"Sign Up",2018-06-24
293,"Use Feature 1",2018-06-27
304,"Pay/Subscribe",2018-06-20
304,"Sign Up",2018-06-11
304,"Talk to Sales",2018-06-17
304,"Use Feature 1",2018-06-14
311,"Sign Up",2018-12-09
312,"Sign Up",2018-12-29
319,"Sign Up",2018-09-04
319,"Use Feature 1",2018-09-06
321,"Pay/Subscribe",2018-08-31
321,"Sign Up",2018-08-23
321,"Talk to Sales",2018-08-25
321,"Use Feature 1",2018-08-23
324,"Sign Up",2018-08-05
327,"Sign Up",2018-09-20
327,"Use Feature 1",2018-09-24
328,"Sign Up",2018-10-07
334,"Pay/Subscribe",2018-09-30
334,"Sign Up",2018-09-25
334,"Talk to Sales",2018-09-29
334,"Use Feature 1",2018-09-29
339,"Sign Up",2018-10-16
339,"Use Feature 1",2018-10-16
344,"Sign Up",2018-12-30
344,"Use Feature 1",2019-01-01
346,"Sign Up",2018-10-06
351,"Sign Up",2018-11-12
351,"Use Feature 1",2018-11-13
352,"Sign Up",2018-11-13
358,"Pay/Subscribe",2019-01-07
358,"Sign Up",2019-01-08
358,"Talk to Sales",2019-01-09
358,"Use Feature 1",2019-01-05
359,"Sign Up",2018-11-11
359,"Use Feature 1",2018-11-12
362,"Sign Up",2018-11-05
363,"Pay/Subscribe",2018-12-18
363,"Sign Up",2018-12-17
363,"Talk to Sales",2018-12-19
363,"Use Feature 1",2018-12-20
368,"Pay/Subscribe",2018-05-10
368,"Sign Up",2018-05-01
368,"Talk to Sales",2018-05-06
368,"Use Feature 1",2018-05-01
373,"Sign Up",2018-06-30
373,"Talk to Sales",2018-07-05
373,"Use Feature 1",2018-07-03
375,"Pay/Subscribe",2018-10-16
375,"Sign Up",2018-10-11
375,"Talk to Sales",2018-10-15
375,"Use Feature 1",2018-10-11
376,"Sign Up",2018-10-02
376,"Use Feature 1",2018-10-02
377,"Pay/Subscribe",2018-10-11
377,"Sign Up",2018-10-05
377,"Talk to Sales",2018-10-12
377,"Use Feature 1",2018-10-06
385,"Sign Up",2018-11-20
385,"Use Feature 1",2018-11-21
386,"Sign Up",2018-07-02
386,"Use Feature 1",2018-07-03
390,"Pay/Subscribe",2018-08-05
390,"Sign Up",2018-07-29
390,"Talk to Sales",2018-07-28
390,"Use Feature 1",2018-07-30
394,"Sign Up",2019-01-23
402,"Pay/Subscribe",2018-07-05
402,"Sign Up",2018-07-03
402,"Talk to Sales",2018-07-06
402,"Use Feature 1",2018-07-04
404,"Sign Up",2018-06-21
405,"Sign Up",2018-11-01
405,"Use Feature 1",2018-11-03
406,"Pay/Subscribe",2018-08-18
406,"Sign Up",2018-08-12
406,"Talk to Sales",2018-08-12
406,"Use Feature 1",2018-08-13
407,"Sign Up",2018-04-22
409,"Sign Up",2018-06-14
414,"Sign Up",2018-11-01
417,"Pay/Subscribe",2018-04-23
417,"Sign Up",2018-04-23
417,"Talk to Sales",2018-04-21
417,"Use Feature 1",2018-04-23
419,"Pay/Subscribe",2018-05-09
419,"Sign Up",2018-05-09
419,"Talk to Sales",2018-05-05
419,"Use Feature 1",2018-05-07
424,"Pay/Subscribe",2018-11-20
424,"Sign Up",2018-11-09
424,"Talk to Sales",2018-11-15
424,"Use Feature 1",2018-11-11
426,"Sign Up",2018-11-17
426,"Use Feature 1",2018-11-19
428,"Pay/Subscribe",2018-08-30
428,"Sign Up",2018-08-21
428,"Talk to Sales",2018-08-25
428,"Use Feature 1",2018-08-24
431,"Sign Up",2018-10-28
435,"Sign Up",2018-06-12
435,"Use Feature 1",2018-06-10
436,"Sign Up",2018-08-09
436,"Talk to Sales",2018-08-10
436,"Use Feature 1",2018-08-09
439,"Sign Up",2018-06-07
439,"Use Feature 1",2018-06-10
440,"Pay/Subscribe",2018-07-06
440,"Sign Up",2018-07-02
440,"Talk to Sales",2018-07-04
440,"Use Feature 1",2018-07-01
441,"Sign Up",2018-05-05
441,"Talk to Sales",2018-05-03
441,"Use Feature 1",2018-04-30
446,"Pay/Subscribe",2018-07-01
446,"Sign Up",2018-06-24
446,"Talk to Sales",2018-06-26
446,"Use Feature 1",2018-06-25
450,"Sign Up",2018-12-20
450,"Use Feature 1",2018-12-19
465,"Sign Up",2018-08-09
465,"Use Feature 1",2018-08-13
468,"Sign Up",2018-10-14
469,"Sign Up",2019-01-13
472,"Sign Up",2018-04-12
472,"Talk to Sales",2018-04-16
472,"Use Feature 1",2018-04-14
473,"Sign Up",2018-04-09
475,"Sign Up",2018-06-03
475,"Use Feature 1",2018-06-04
479,"Pay/Subscribe",2019-02-02
479,"Sign Up",2019-01-27
479,"Talk to Sales",2019-01-29
479,"Use Feature 1",2019-01-28
489,"Pay/Subscribe",2018-10-31
489,"Sign Up",2018-10-24
489,"Talk to Sales",2018-10-27
489,"Use Feature 1",2018-10-24
490,"Sign Up",2018-10-25
490,"Use Feature 1",2018-10-24
491,"Sign Up",2018-09-14
492,"Sign Up",2019-01-07
497,"Sign Up",2018-11-18
500,"Sign Up",2018-11-10
500,"Use Feature 1",2018-11-11
501,"Sign Up",2018-09-22
502,"Sign Up",2018-08-23
507,"Sign Up",2018-08-08
507,"Use Feature 1",2018-08-08
513,"Sign Up",2018-12-10
513,"Use Feature 1",2018-12-07
514,"Pay/Subscribe",2018-09-10
514,"Sign Up",2018-09-03
514,"Talk to Sales",2018-09-03
514,"Use Feature 1",2018-09-04
521,"Pay/Subscribe",2018-10-25
521,"Sign Up",2018-10-21
521,"Talk to Sales",2018-10-22
521,"Use Feature 1",2018-10-23
522,"Sign Up",2018-06-20
530,"Sign Up",2018-06-29
530,"Use Feature 1",2018-06-30
532,"Pay/Subscribe",2018-05-14
532,"Sign Up",2018-05-08
532,"Talk to Sales",2018-05-12
532,"Use Feature 1",2018-05-11
533,"Pay/Subscribe",2018-11-29
533,"Sign Up",2018-11-25
533,"Talk to Sales",2018-11-27
533,"Use Feature 1",2018-11-27
541,"Sign Up",2019-01-16
541,"Use Feature 1",2019-01-14
542,"Pay/Subscribe",2018-12-13
542,"Sign Up",2018-12-07
542,"Talk to Sales",2018-12-11
542,"Use Feature 1",2018-12-09
543,"Sign Up",2018-07-04
543,"Talk to Sales",2018-07-08
543,"Use Feature 1",2018-07-07
551,"Sign Up",2018-09-26
554,"Sign Up",2018-12-19
559,"Pay/Subscribe",2018-10-20
559,"Sign Up",2018-10-14
559,"Talk to Sales",2018-10-20
559,"Use Feature 1",2018-10-16
564,"Sign Up",2018-06-29
567,"Sign Up",2018-06-11
572,"Sign Up",2018-04-25
572,"Talk to Sales",2018-04-25
572,"Use Feature 1",2018-04-28
574,"Pay/Subscribe",2018-09-15
574,"Sign Up",2018-09-07
574,"Talk to Sales",2018-09-09
574,"Use Feature 1",2018-09-07
575,"Sign Up",2018-09-12
575,"Use Feature 1",2018-09-19
576,"Pay/Subscribe",2019-01-31
576,"Sign Up",2019-01-26
576,"Talk to Sales",2019-01-31
576,"Use Feature 1",2019-01-30
582,"Sign Up",2018-09-27
582,"Use Feature 1",2018-09-30
584,"Sign Up",2018-09-10
592,"Sign Up",2019-01-07
592,"Use Feature 1",2019-01-08
593,"Sign Up",2018-11-24
593,"Talk to Sales",2018-11-29
593,"Use Feature 1",2018-11-27
603,"Pay/Subscribe",2018-05-31
603,"Sign Up",2018-05-30
603,"Talk to Sales",2018-05-30
603,"Use Feature 1",2018-05-26
610,"Sign Up",2018-07-12
614,"Sign Up",2018-05-04
614,"Use Feature 1",2018-05-08
615,"Sign Up",2018-12-18
616,"Pay/Subscribe",2018-06-02
616,"Sign Up",2018-05-27
616,"Talk to Sales",2018-05-27
616,"Use Feature 1",2018-06-01
621,"Sign Up",2019-01-04
623,"Sign Up",2019-01-26
624,"Pay/Subscribe",2018-11-07
624,"Sign Up",2018-11-07
624,"Talk to Sales",2018-11-11
624,"Use Feature 1",2018-11-08
630,"Sign Up",2018-07-17
632,"Sign Up",2018-09-22
632,"Use Feature 1",2018-09-20
633,"Sign Up",2019-01-29
633,"Use Feature 1",2019-01-30
639,"Pay/Subscribe",2018-08-19
639,"Sign Up",2018-08-10
639,"Talk to Sales",2018-08-18
639,"Use Feature 1",2018-08-09
641,"Sign Up",2019-01-25
641,"Use Feature 1",2019-01-27
642,"Sign Up",2018-06-05
643,"Pay/Subscribe",2018-07-28
643,"Sign Up",2018-07-21
643,"Talk to Sales",2018-07-25
643,"Use Feature 1",2018-07-23
647,"Sign Up",2018-12-26
647,"Use Feature 1",2018-12-29
653,"Sign Up",2018-05-15
655,"Sign Up",2018-12-21
659,"Sign Up",2018-09-02
661,"Sign Up",2018-05-17
662,"Sign Up",2018-08-06
662,"Use Feature 1",2018-08-08
666,"Sign Up",2018-04-16
672,"Sign Up",2018-08-24
672,"Talk to Sales",2018-08-28
672,"Use Feature 1",2018-08-22
673,"Sign Up",2019-01-24
673,"Talk to Sales",2019-01-28
673,"Use Feature 1",2019-01-25
682,"Sign Up",2018-07-23
682,"Talk to Sales",2018-07-30
682,"Use Feature 1",2018-07-25
684,"Pay/Subscribe",2018-06-28
684,"Sign Up",2018-06-20
684,"Talk to Sales",2018-06-19
684,"Use Feature 1",2018-06-20
689,"Sign Up",2018-11-19
689,"Use Feature 1",2018-11-18
695,"Sign Up",2019-01-24
704,"Sign Up",2018-04-13
704,"Use Feature 1",2018-04-14
717,"Sign Up",2018-08-30
717,"Talk to Sales",2018-08-30
717,"Use Feature 1",2018-08-28
731,"Sign Up",2018-10-26
731,"Use Feature 1",2018-11-01
739,"Sign Up",2018-12-12
739,"Talk to Sales",2018-12-13
739,"Use Feature 1",2018-12-15
741,"Sign Up",2018-07-28
741,"Use Feature 1",2018-07-28
745,"Sign Up",2018-10-03
750,"Pay/Subscribe",2019-01-02
750,"Sign Up",2018-12-27
750,"Talk to Sales",2018-12-28
750,"Use Feature 1",2018-12-27
760,"Sign Up",2018-06-03
760,"Use Feature 1",2018-06-02
761,"Sign Up",2018-06-20
763,"Pay/Subscribe",2019-01-14
763,"Sign Up",2019-01-09
763,"Talk to Sales",2019-01-15
763,"Use Feature 1",2019-01-09
767,"Sign Up",2018-08-09
767,"Use Feature 1",2018-08-07
771,"Sign Up",2018-05-07
771,"Use Feature 1",2018-05-09
776,"Sign Up",2018-09-26
778,"Pay/Subscribe",2018-09-09
778,"Sign Up",2018-09-04
778,"Talk to Sales",2018-09-02
778,"Use Feature 1",2018-09-02
785,"Sign Up",2018-06-01
785,"Use Feature 1",2018-05-30
786,"Sign Up",2018-07-19
786,"Use Feature 1",2018-07-19
793,"Sign Up",2018-08-01
796,"Pay/Subscribe",2018-09-13
796,"Sign Up",2018-09-04
796,"Talk to Sales",2018-09-09
796,"Use Feature 1",2018-09-08
803,"Sign Up",2018-11-15
803,"Use Feature 1",2018-11-12
808,"Sign Up",2018-11-18
808,"Talk to Sales",2018-11-19
808,"Use Feature 1",2018-11-16
810,"Sign Up",2018-05-15
810,"Use Feature 1",2018-05-14
816,"Sign Up",2018-08-27
816,"Use Feature 1",2018-08-29
817,"Sign Up",2018-08-12
820,"Sign Up",2018-04-12
824,"Sign Up",2019-01-21
825,"Pay/Subscribe",2018-07-27
825,"Sign Up",2018-07-21
825,"Talk to Sales",2018-07-24
825,"Use Feature 1",2018-07-23
828,"Pay/Subscribe",2018-09-18
828,"Sign Up",2018-09-11
828,"Talk to Sales",2018-09-18
828,"Use Feature 1",2018-09-14
833,"Sign Up",2018-07-23
837,"Sign Up",2018-07-24
837,"Talk to Sales",2018-07-25
837,"Use Feature 1",2018-07-26
838,"Sign Up",2018-06-02
838,"Use Feature 1",2018-06-03
839,"Sign Up",2018-10-05
842,"Sign Up",2018-10-25
842,"Talk to Sales",2018-10-31
842,"Use Feature 1",2018-10-28
844,"Pay/Subscribe",2019-01-10
844,"Sign Up",2018-12-29
844,"Talk to Sales",2019-01-01
844,"Use Feature 1",2018-12-28
847,"Pay/Subscribe",2018-05-30
847,"Sign Up",2018-05-28
847,"Talk to Sales",2018-06-01
847,"Use Feature 1",2018-05-26
848,"Sign Up",2018-05-31
848,"Use Feature 1",2018-06-03
849,"Sign Up",2019-01-26
851,"Pay/Subscribe",2018-11-27
851,"Sign Up",2018-11-13
851,"Talk to Sales",2018-11-19
851,"Use Feature 1",2018-11-19
863,"Pay/Subscribe",2019-01-14
863,"Sign Up",2019-01-06
863,"Talk to Sales",2019-01-07
863,"Use Feature 1",2019-01-07
865,"Sign Up",2018-12-01
868,"Sign Up",2018-05-01
871,"Sign Up",2018-10-27
874,"Sign Up",2018-09-06
877,"Pay/Subscribe",2018-10-15
877,"Sign Up",2018-10-10
877,"Talk to Sales",2018-10-09
877,"Use Feature 1",2018-10-10
879,"Pay/Subscribe",2019-01-10
879,"Sign Up",2019-01-02
879,"Talk to Sales",2019-01-07
879,"Use Feature 1",2019-01-07
881,"Sign Up",2018-07-10
883,"Sign Up",2018-05-21
883,"Use Feature 1",2018-05-24
887,"Sign Up",2018-05-20
887,"Use Feature 1",2018-05-23
891,"Pay/Subscribe",2018-12-25
891,"Sign Up",2018-12-19
891,"Talk to Sales",2018-12-20
891,"Use Feature 1",2018-12-20
896,"Sign Up",2018-11-06
896,"Use Feature 1",2018-11-11
901,"Sign Up",2018-06-11
901,"Use Feature 1",2018-06-12
904,"Sign Up",2018-07-18
904,"Talk to Sales",2018-07-19
904,"Use Feature 1",2018-07-18
905,"Pay/Subscribe",2019-02-03
905,"Sign Up",2019-01-29
905,"Talk to Sales",2019-02-03
905,"Use Feature 1",2019-01-27
908,"Pay/Subscribe",2018-08-19
908,"Sign Up",2018-08-13
908,"Talk to Sales",2018-08-14
908,"Use Feature 1",2018-08-18
913,"Pay/Subscribe",2018-12-28
913,"Sign Up",2018-12-22
913,"Talk to Sales",2018-12-23
913,"Use Feature 1",2018-12-22
917,"Sign Up",2018-05-01
917,"Use Feature 1",2018-04-29
919,"Pay/Subscribe",2018-10-30
919,"Sign Up",2018-10-28
919,"Talk to Sales",2018-10-31
919,"Use Feature 1",2018-10-28
921,"Pay/Subscribe",2018-11-21
921,"Sign Up",2018-11-19
921,"Talk to Sales",2018-11-22
921,"Use Feature 1",2018-11-19
926,"Sign Up",2018-10-12
926,"Use Feature 1",2018-10-11
930,"Sign Up",2018-12-18
939,"Sign Up",2018-06-21
945,"Sign Up",2018-12-27
953,"Sign Up",2018-07-07
953,"Use Feature 1",2018-07-07
958,"Pay/Subscribe",2019-01-07
958,"Sign Up",2019-01-03
958,"Talk to Sales",2019-01-05
958,"Use Feature 1",2019-01-03
959,"Sign Up",2018-11-29
967,"Sign Up",2018-04-08
967,"Use Feature 1",2018-04-09
970,"Sign Up",2018-12-01
975,"Pay/Subscribe",2018-06-17
975,"Sign Up",2018-06-11
975,"Talk to Sales",2018-06-14
975,"Use Feature 1",2018-06-16
977,"Sign Up",2018-04-18
978,"Pay/Subscribe",2019-01-17
978,"Sign Up",2019-01-08
978,"Talk to Sales",2019-01-09
978,"Use Feature 1",2019-01-11
983,"Sign Up",2018-08-07
983,"Use Feature 1",2018-08-06
988,"Sign Up",2018-12-04
991,"Sign Up",2018-08-14
993,"Pay/Subscribe",2018-06-19
993,"Sign Up",2018-06-15
993,"Talk to Sales",2018-06-18
993,"Use Feature 1",2018-06-16
995,"Pay/Subscribe",2018-04-25
995,"Sign Up",2018-04-23
995,"Talk to Sales",2018-04-24
995,"Use Feature 1",2018-04-24
1009,"Sign Up",2018-06-19
1009,"Use Feature 1",2018-06-21
1011,"Sign Up",2018-04-22
1011,"Use Feature 1",2018-04-22
1015,"Sign Up",2018-07-10
1015,"Use Feature 1",2018-07-11
1016,"Sign Up",2018-11-03
1018,"Sign Up",2018-07-13
1018,"Use Feature 1",2018-07-14
1028,"Pay/Subscribe",2018-05-10
1028,"Sign Up",2018-05-05
1028,"Talk to Sales",2018-05-04
1028,"Use Feature 1",2018-05-01
1031,"Sign Up",2018-08-16
1031,"Use Feature 1",2018-08-16
1037,"Pay/Subscribe",2019-01-05
1037,"Sign Up",2019-01-01
1037,"Talk to Sales",2019-01-06
1037,"Use Feature 1",2019-01-06
1040,"Sign Up",2018-07-09
1045,"Sign Up",2019-01-04
1045,"Talk to Sales",2019-01-03
1045,"Use Feature 1",2019-01-02
1046,"Sign Up",2018-09-26
1047,"Sign Up",2018-11-09
1051,"Sign Up",2018-09-04
1052,"Sign Up",2018-12-23
1052,"Talk to Sales",2018-12-27
1052,"Use Feature 1",2018-12-20
1056,"Sign Up",2018-07-14
1056,"Use Feature 1",2018-07-14
1060,"Sign Up",2018-12-25
1060,"Use Feature 1",2018-12-28
1061,"Pay/Subscribe",2018-12-27
1061,"Sign Up",2018-12-24
1061,"Talk to Sales",2018-12-30
1061,"Use Feature 1",2018-12-27
1073,"Sign Up",2018-08-25
1073,"Use Feature 1",2018-08-24
1074,"Pay/Subscribe",2018-07-14
1074,"Sign Up",2018-07-08
1074,"Talk to Sales",2018-07-12
1074,"Use Feature 1",2018-07-12
1076,"Pay/Subscribe",2018-12-02
1076,"Sign Up",2018-11-23
1076,"Talk to Sales",2018-11-30
1076,"Use Feature 1",2018-11-26
1078,"Sign Up",2018-12-02
1095,"Sign Up",2018-08-29
1095,"Use Feature 1",2018-08-30
1098,"Pay/Subscribe",2018-08-03
1098,"Sign Up",2018-07-27
1098,"Talk to Sales",2018-07-30
1098,"Use Feature 1",2018-07-29
1105,"Pay/Subscribe",2018-10-04
1105,"Sign Up",2018-09-29
1105,"Talk to Sales",2018-10-02
1105,"Use Feature 1",2018-09-30
1106,"Sign Up",2018-12-21
1108,"Sign Up",2018-05-05
1112,"Sign Up",2018-12-25
1114,"Sign Up",2018-09-08
1123,"Sign Up",2018-08-27
1126,"Pay/Subscribe",2018-06-05
1126,"Sign Up",2018-06-02
1126,"Talk to Sales",2018-06-03
1126,"Use Feature 1",2018-06-06
1129,"Sign Up",2019-01-07
1133,"Sign Up",2018-10-27
1133,"Talk to Sales",2018-11-02
1133,"Use Feature 1",2018-11-02
1136,"Pay/Subscribe",2018-12-12
1136,"Sign Up",2018-12-07
1136,"Talk to Sales",2018-12-14
1136,"Use Feature 1",2018-12-09
1141,"Sign Up",2018-10-31
1141,"Use Feature 1",2018-11-01
1146,"Sign Up",2018-06-11
1147,"Sign Up",2018-10-15
1150,"Pay/Subscribe",2018-12-02
1150,"Sign Up",2018-12-03
1150,"Talk to Sales",2018-11-29
1150,"Use Feature 1",2018-12-02
1153,"Sign Up",2018-07-16
1159,"Sign Up",2018-12-12
1165,"Sign Up",2018-10-16
1165,"Use Feature 1",2018-10-15
1168,"Sign Up",2018-12-10
1169,"Pay/Subscribe",2018-08-14
1169,"Sign Up",2018-08-09
1169,"Talk to Sales",2018-08-13
1169,"Use Feature 1",2018-08-10
1171,"Pay/Subscribe",2018-06-04
1171,"Sign Up",2018-05-30
1171,"Talk to Sales",2018-06-06
1171,"Use Feature 1",2018-05-31
1172,"Sign Up",2018-07-18
1174,"Sign Up",2018-07-23
1178,"Pay/Subscribe",2018-11-02
1178,"Sign Up",2018-10-26
1178,"Talk to Sales",2018-11-01
1178,"Use Feature 1",2018-10-28
1185,"Sign Up",2018-07-04
1185,"Use Feature 1",2018-07-06
1187,"Sign Up",2019-01-05
1187,"Use Feature 1",2019-01-09
1192,"Sign Up",2018-06-24
1195,"Sign Up",2018-11-19
1197,"Sign Up",2018-08-04
1197,"Use Feature 1",2018-08-04
1203,"Sign Up",2018-08-27
1203,"Talk to Sales",2018-09-01
1203,"Use Feature 1",2018-08-30
1210,"Pay/Subscribe",2018-05-27
1210,"Sign Up",2018-05-22
1210,"Talk to Sales",2018-05-25
1210,"Use Feature 1",2018-05-25
1216,"Pay/Subscribe",2018-06-09
1216,"Sign Up",2018-06-02
1216,"Talk to Sales",2018-06-07
1216,"Use Feature 1",2018-06-06
1225,"Sign Up",2018-06-08
1225,"Talk to Sales",2018-06-15
1225,"Use Feature 1",2018-06-11
1228,"Pay/Subscribe",2018-05-08
1228,"Sign Up",2018-05-02
1228,"Talk to Sales",2018-05-02
1228,"Use Feature 1",2018-05-01
1232,"Pay/Subscribe",2018-06-20
1232,"Sign Up",2018-06-15
1232,"Talk to Sales",2018-06-19
1232,"Use Feature 1",2018-06-14
1238,"Sign Up",2018-05-14
1238,"Use Feature 1",2018-05-14
1253,"Pay/Subscribe",2018-10-24
1253,"Sign Up",2018-10-22
1253,"Talk to Sales",2018-10-27
1253,"Use Feature 1",2018-10-23
1258,"Pay/Subscribe",2018-05-25
1258,"Sign Up",2018-05-16
1258,"Talk to Sales",2018-05-19
1258,"Use Feature 1",2018-05-19
1259,"Sign Up",2018-12-04
1259,"Use Feature 1",2018-12-05
1263,"Sign Up",2019-01-26
1271,"Pay/Subscribe",2018-04-20
1271,"Sign Up",2018-04-08
1271,"Talk to Sales",2018-04-08
1271,"Use Feature 1",2018-04-06
1280,"Sign Up",2019-01-22
1281,"Pay/Subscribe",2018-04-14
1281,"Sign Up",2018-04-09
1281,"Talk to Sales",2018-04-13
1281,"Use Feature 1",2018-04-11
1282,"Sign Up",2018-04-17
1292,"Sign Up",2018-07-02
1297,"Sign Up",2019-01-24
1297,"Talk to Sales",2019-01-26
1297,"Use Feature 1",2019-01-23
1298,"Sign Up",2018-12-12
1298,"Use Feature 1",2018-12-13
1302,"Pay/Subscribe",2018-07-22
1302,"Sign Up",2018-07-18
1302,"Talk to Sales",2018-07-25
1302,"Use Feature 1",2018-07-18
1306,"Sign Up",2018-07-26
1309,"Sign Up",2018-05-26
1309,"Use Feature 1",2018-05-28
1311,"Sign Up",2018-06-17
1311,"Use Feature 1",2018-06-19
1313,"Sign Up",2018-08-24
1313,"Use Feature 1",2018-08-20
1314,"Sign Up",2018-07-02
1316,"Sign Up",2018-06-18
1316,"Use Feature 1",2018-06-19
1320,"Sign Up",2018-07-03
1327,"Sign Up",2018-04-18
1327,"Use Feature 1",2018-04-17
1332,"Sign Up",2018-06-21
1332,"Use Feature 1",2018-06-21
1340,"Sign Up",2018-06-03
1350,"Sign Up",2018-11-07
1350,"Use Feature 1",2018-11-07
1351,"Sign Up",2018-08-20
1354,"Sign Up",2018-05-02
1355,"Sign Up",2018-12-03
1355,"Use Feature 1",2018-12-04
1358,"Sign Up",2018-06-03
1361,"Sign Up",2018-04-23
1361,"Talk to Sales",2018-04-26
